TOKEN,POS,LEMMA,SENTIMENT,SOURCE,SENSE
феноменальный,Adj,феноменальный,positive,opinion,""
фешенебельный,Adj,фешенебельный,positive,opinion,""
фигов,Adj,фигов,negative,opinion,""
фиговый,Adj,фиговый,negative,opinion,"ОТВРАТИТЕЛЬНЫЙ (ОЧЕНЬ ПЛОХОЙ)"
фиговый,Adj,фиговый,neutral,fact,"ИНЖИР (ПЛОД)"
фиговый,Adj,фиговый,neutral,fact,"ФИГОВОЕ ДЕРЕВО"
фиктивный,Adj,фиктивный,negative,opinion,""
филантропический,Adj,филантропический,negative,fact,""
филигранный,Adj,филигранный,neutral,fact,"ЮВЕЛИРНАЯ ФИЛИГРАНЬ"
филигранный,Adj,филигранный,positive,opinion,"ФИЛИГРАННЫЙ"
фистульный,Adj,фистульный,negative,fact,""
формалистский,Adj,формалистский,negative,opinion,""
форсмажорный,Adj,форсмажорный,negative,opinion,""
форс-мажорный,Adj,форс-мажорный,negative,opinion,""
хакерский,Adj,хакерский,negative,fact,""
халатный,Adj,халатный,negative,opinion,"ХАЛАТНЫЙ (НЕБРЕЖНЫЙ И НЕДОБРОСОВЕСТНЫЙ)"
халатный,Adj,халатный,neutral,fact,"ХАЛАТ"
хамоватый,Adj,хамоватый,negative,opinion,""
хамский,Adj,хамский,negative,opinion,""
ханжеский,Adj,ханжеский,negative,opinion,""
хаотический,Adj,хаотический,negative,opinion,""
хаотичный,Adj,хаотичный,negative,opinion,""
хардкорный,Adj,хардкорный,positive,opinion,""
харизматический,Adj,харизматический,positive,opinion,""
хвалебный,Adj,хвалебный,positive,opinion,""
хваленый,Adj,хваленый,positive,opinion,""
хвастливый,Adj,хвастливый,negative,opinion,""
хваткий,Adj,хваткий,positive,opinion,""
хворый,Adj,хворый,negative,opinion,""
хилый,Adj,хилый,negative,opinion,""
хитроватый,Adj,хитроватый,negative,opinion,""
хитрожопый,Adj,хитрожопый/хитрожопые,negative,opinion,""
хитроумный,Adj,хитроумный,positive,opinion,"ХИТРОУМНЫЙ (СЛОЖНЫЙ И ИСКУСНЫЙ)"
хитроумный,Adj,хитроумный,positive/negative,opinion,"ХИТРЫЙ,ХИТРОУМНЫЙ"
хитрый,Adj,хитрый,positive/negative,opinion,""
хитрющий,Adj,хитрющий,positive/negative,opinion,""
хладнокровный,Adj,хладнокровный,positive,opinion,""
хлебосольный,Adj,хлебосольный,positive,opinion,""
хлипкий,Adj,хлипкий,negative,opinion,""
хмельной,Adj,хмель,negative,fact,"АЛКОГОЛЬНОЕ ОПЬЯНЕНИЕ"
хмельной,Adj,хмель,negative,opinion,"ДУРМАНИТЬ,ТУМАНИТЬ"
хмельной,Adj,хмель,neutral,fact,"ХМЕЛЬ (РАСТЕНИЕ)"
хмельной,Adj,хмель,positive/negative,opinion,"УПОЕНИЕ"
хмурый,Adj,хмурый,negative,opinion,""
ходкий,Adj,ходкий,positive,opinion,""
ходовой,Adj,ходовой,neutral,fact,"ДВИЖЕНИЕ,ПЕРЕМЕЩЕНИЕ"
ходовой,Adj,ходовой,neutral,fact,"ИДТИ (РАБОТА УСТРОЙСТВА)"
ходовой,Adj,ходовой,positive,opinion,"ХОДКИЙ,ХОРОШО ПРОДАЮЩИЙСЯ"
ходульный,Adj,ходульный,negative,opinion,""
хозяйственный,Adj,хозяйственный,positive,opinion,""
холерный,Adj,холерный,negative,fact,""
холестериновый,Adj,холестериновый,negative,fact,""
холодненький,Adj,холодненький,positive,opinion,""
холодноватый,Adj,холодноватый,negative,opinion,""
холодный,Adj,холодный,negative,opinion,"ХОЛОДНЫЙ В ОТНОШЕНИЯХ"
холодный,Adj,холодный,neutral,opinion,"ХОЛОДНЫЙ ПО ТЕМПЕРАТУРЕ"
холодный,Adj,холодный,neutral,opinion,"ХОЛОДНЫЙ ПО ЦВЕТУ"
холуйский,Adj,холуйский,negative,opinion,""
хорошенький,Adj,хорошенький,positive,opinion,""
хороший,Adj,хороший,positive,opinion,""
храбрый,Adj,храбрый,positive,opinion,""
хреновый,Adj,хреновый,negative,opinion,"ОТВРАТИТЕЛЬНЫЙ (ОЧЕНЬ ПЛОХОЙ)"
хреновый,Adj,хреновый,neutral,fact,"ХРЕН (РАСТЕНИЕ)"
хриплый,Adj,хриплый,negative,fact,""
хромой,Adj,хромой,negative,fact,""
хромоногий,Adj,хромоногий,negative,fact,""
хронический,Adj,хронический,negative,fact,""
хрупкий,Adj,хрупкий,negative,opinion,""
худенький,Adj,худенький,neutral,opinion,""
худой,Adj,худой,negative,fact,"ДЫРЯВЫЙ"
худой,Adj,худой,negative,opinion,"ПЛОХОЙ,НЕУДОВЛЕТВОРИТЕЛЬНЫЙ"
худой,Adj,худой,negative,opinion,"ХУДОЙ,НЕТОЛСТЫЙ"
худосочный,Adj,худосочный,negative,opinion,""
худощавый,Adj,худощавый,neutral,opinion,""
худший,Adj,худший,negative,opinion,""
хулиганский,Adj,хулиганский,negative,opinion,""
царский,Adj,царский,neutral,fact,"ЦАРЬ (МОНАРХ)"
царский,Adj,царский,positive,opinion,"РОСКОШНЫЙ,ПЫШНЫЙ"
царственный,Adj,царственный,positive,opinion,""
цветастый,Adj,цветастый,neutral,opinion,""
цветистый,Adj,цветистый,positive/negative,opinion,""
цветущий,Adj,цветущий,positive,opinion,""
целебный,Adj,целебный,positive,opinion,""
целесообразный,Adj,целесообразный,positive,opinion,""
целеустремленный,Adj,целеустремленный,positive,opinion,""
целительный,Adj,целительный,positive,opinion,""
целостный,Adj,целостный,positive,opinion,""
цензурный,Adj,цензурный,neutral,fact,"ЦЕНЗУРА"
цензурный,Adj,цензурный,positive,opinion,"ПРИСТОЙНЫЙ"
ценительский,Adj,ценительский,positive,opinion,""
ценный,Adj,ценный,positive,opinion,""
цепкий,Adj,цепкий,positive,opinion,""
цинический,Adj,цинический,negative,opinion,""
циничный,Adj,циничный,negative,opinion,""
чаемый,Adj,чаемый,positive,opinion,""
чародейный,Adj,чародейный,positive,opinion,""
чародейский,Adj,чародейский,positive,opinion,""
чахлый,Adj,чахлый,negative,opinion,""
чванливый,Adj,чванливый,negative,opinion,""
чванный,Adj,чванный,negative,opinion,""
человеколюбивый,Adj,человеколюбивый,positive,opinion,""
человеческий,Adj,человеческий,neutral,fact,"ЧЕЛОВЕК"
человеческий,Adj,человеческий,positive,opinion,"ЧЕЛОВЕЧНЫЙ"
человечный,Adj,человечный,positive,opinion,""
черствый,Adj,черствый,negative,opinion,""
чертов,Adj,чертов,negative,opinion,""
чесоточный,Adj,чесоточный,negative,fact,""
честнейший,Adj,честнейший,positive,opinion,""
честный,Adj,честный,positive,opinion,""
четкий,Adj,четкий,positive,opinion,""
чистейший,Adj,чистейший,positive,fact,"ЧИСТЫЙ,БЕЗ ПРИМЕСЕЙ"
чистейший,Adj,чистейший,positive,opinion,"НРАВСТВЕННЫЙ,ЭТИЧНЫЙ"
чистейший,Adj,чистейший,positive,opinion,"ЧИСТЫЙ,НЕГРЯЗНЫЙ"
чистенький,Adj,чистенький,positive,opinion,""
чистокровный,Adj,чистокровный,positive,opinion,""
чистоплотный,Adj,чистоплотный,positive,opinion,""
чистопородный,Adj,чистопородный,positive,opinion,""
чистосердечный,Adj,чистосердечный,positive,opinion,""
чистый,Adj,чистый,neutral,fact,"ЧИСТЫЙ (НЕТРОНУТЫЙ)"
чистый,Adj,чистый,positive,fact,"ЧИСТЫЙ,БЕЗ ПРИМЕСЕЙ"
чистый,Adj,чистый,positive,opinion,"НРАВСТВЕННЫЙ,ЭТИЧНЫЙ"
чистый,Adj,чистый,positive,opinion,"ЧИСТЫЙ,НЕГРЯЗНЫЙ"
членовредительский,Adj,членовредительский,negative,fact,""
чокнутый,Adj,чокнутый,negative,opinion,""
чреватый,Adj,чреватый,negative,opinion,""
чревоугоднический,Adj,чревоугоднический,negative,opinion,""
чрезвычайный,Adj,чрезвычайный,neutral,operator,""
чрезмерный,Adj,чрезмерный,negative,opinion,""
чувственный,Adj,чувственный,positive,opinion,""
чувствительный,Adj,чувствительный,neutral,fact,"ЧУВСТВИТЕЛЬНОСТЬ (СПОСОБНОСТЬ ОРГАНИЗМА)"
чувствительный,Adj,чувствительный,positive/negative,opinion,"ЧУВСТВИТЕЛЬНЫЙ,ДУШЕЩИПАТЕЛЬНЫЙ"
чувствительный,Adj,чувствительный,positive/negative,opinion,"ЧУВСТВИТЕЛЬНЫЙ,СЕНТИМЕНТАЛЬНЫЙ"
чудаковатый,Adj,чудаковатый,neutral,opinion,""
чудаческий,Adj,чудаческий,neutral,opinion,""
чудесный,Adj,чудесный,positive,opinion,""
чудной,Adj,чудной,neutral,opinion,""
чудный,Adj,чудный,positive,opinion,""
чудовищный,Adj,чудовищный,negative,opinion,""
чудодейственный,Adj,чудодейственный,positive,opinion,""
чудотворный,Adj,чудотворный,positive,opinion,""
чуждый,Adj,чуждый,negative,opinion,""
чужеродный,Adj,чужеродный,negative,opinion,""
чужой,Adj,чужой,negative,fact,"ПОСТОРОННИЙ,ЧУЖОЙ"
чужой,Adj,чужой,negative,opinion,"ЧУЖДЫЙ,ДАЛЕКИЙ"
чужой,Adj,чужой,neutral,fact,"ЧУЖОЙ,НЕ СВОЙ"
чумной,Adj,чумной,negative,fact,""
чумовой,Adj,чумовой,positive,opinion,""
чуткий,Adj,чуткий,positive,opinion,""
шаблонный,Adj,шаблонный,negative,opinion,"БАНАЛЬНЫЙ"
шаблонный,Adj,шаблонный,neutral,fact,"ШАБЛОН,ТРАФАРЕТ"
шаловливый,Adj,шаловливый,positive,opinion,""
шантажистский,Adj,шантажистский,negative,fact,""
шантажный,Adj,шантажный,negative,fact,""
шаткий,Adj,шаткий,negative,opinion,""
шедевральный,Adj,шедевральный,positive,opinion,""
шизоидный,Adj,шизоидный,negative,fact,""
шикарнейший,Adj,шикарнейший,positive,opinion,""
шикарный,Adj,шикарный,positive,opinion,""
широкодоступный,Adj,широкодоступный,positive,opinion,""
широчайший,Adj,широчайший,positive,opinion,""
шквалистый,Adj,шквалистый,negative,fact,""
шквальный,Adj,шквальный,negative,fact,""
шкодливый,Adj,шкодливый,negative,opinion,""
шовинистический,Adj,шовинистический,negative,fact,""
шовинистский,Adj,шовинистский,negative,fact,""
шоковый,Adj,шоковый,negative,fact,"СОСТОЯНИЕ ШОКА"
шоковый,Adj,шоковый,negative,feeling,"ШОК (ДУШЕВНОЕ СОСТОЯНИЕ)"
шпионский,Adj,шпионский,negative,fact,""
штормовой,Adj,штормовой,negative,fact,""
штрафной,Adj,штрафной,negative,fact,""
штурмовой,Adj,штурмовой,negative,fact,""
